isbn;title_ol;title_az;reading_age;grade;cover_url
0590373579;Literature Guide: Where the Red Ferns Grow;Wilson Rawls;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/51yDoCYM8OL.jpg
0590433083;The Blooding;Patricia Windsor;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/5166YCHZP0L.jpg
0981621007;Lori;L. Diane Wolfe;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51Coac6o7-L.jpg
1467624799;The Glittering Court: Library Edition;Richelle Mead;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/01RmK+J4pJL.gif
1427251312;Trial by Fire;Josephine Angelini;12 - 18 years;10 - 12;https://m.media-amazon.com/images/I/71w4qVfxaIL.jpg
0805097716;Nil;Lynne Matson;14 - 18 years;10 - 12;https://m.media-amazon.com/images/I/91-xpjQPanL.jpg
1599559250;Geek Girl;Cindy C. Bennett;13 - 17 years;7 - 9;https://m.media-amazon.com/images/I/61XgDJJwrGL.jpg
1770863087;Urgle;Meaghan McIsaac;10 - 13 years;4 - 6;https://m.media-amazon.com/images/I/91v2e1s-6PL.jpg
0152066195;The Genius Wars;Catherine Jinks;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51uZ-3fBBLL.jpg
1538431122;Loved;P.C. Cast;14 - 17 years;7 - 9;https://m.media-amazon.com/images/I/912N1K-J4VL.jpg
0142501557;This Lullaby;Sarah Dessen;12+ years;7 - 12;https://m.media-amazon.com/images/I/816IwNOG+bL.jpg
0380808676;Ben Takes a Chance;Katherine Applegate;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/411X68VHRJL.jpg
0786837454;Things Left Unsaid: A Novel in Poems;Stephanie Hemphill;12 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51kZWSt+YOL.jpg
0689805977;Alice in Lace;Phyllis Reynolds Naylor;11 years and up;7 - 9;https://m.media-amazon.com/images/I/51pEyC+MHGL.jpg
0758216351;Drama High: Second Chance;L. Divine;14 years and up;9 - 12;https://m.media-amazon.com/images/I/81DfYd+wy-L.jpg
0307711897;Black Heart: The Curse Workers, Book Three;Holly Black;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/51Q-GF14sOL.jpg
059043778X;Blaster Master;F. X. Nine;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/91YeRhP6EjL.jpg
0544056779;Hero;Alethea Kontis;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51Qtb7I8BSL.jpg
1442457074;Chantress Alchemy;Amy Butler Greenfield;12 years and up;7 - 12;https://m.media-amazon.com/images/I/512d3QNx+ML.jpg
0439339057;My Thirteenth Winter: A Memoir;Samantha Abeel;9 - 12 years;4 - 7;https://m.media-amazon.com/images/I/51+HV3MSnPL.jpg
1595144617;Vampire Academy;Richelle Mead;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/41Bj0VQZjjL.jpg
0805077359;Larry and the Meaning of Life;Janet Tashjian;12 - 18 years;7 - 9;https://m.media-amazon.com/images/I/519siTHYQ-L.jpg
0698116089;Run for Your Life;Marilyn Levy;8 years and up;3 - 7;https://m.media-amazon.com/images/I/71syMPGXdfL.jpg
1442450509;Poison;Molly Cochran;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51ZcB5X29fL.jpg
1894778626;Goodbye Buffalo Bay;Loyie Larry;12 years and up;8 - 12;https://m.media-amazon.com/images/I/71zZM132qqL.jpg
0310736706;Miles from Nowhere;Amy Clipston;13 years and up;10 - 12;https://m.media-amazon.com/images/I/81Qauup2I8L.jpg
0689710879;The Dark Is Rising;Susan Cooper;10+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51KJZ67G64L.jpg
1554888603;The Greyhound;John Cooper;12 - 15 years;7 - 6;https://m.media-amazon.com/images/I/81lj9yThaqL.jpg
1477827307;The Summers;Iva-Marie Palmer;12 - 18 years;9 - 12;https://m.media-amazon.com/images/I/51BgRM9XpIL.jpg
0062081055;So Close to You;Rachel Carter;14 years and up;9 and up;https://m.media-amazon.com/images/I/51UhJz1MeIL.jpg
141655873X;Getting Even;ReShonda Tate Billingsley;14 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/81BS-KAF77L.jpg
0385750943;Breakfast at Sadie's;Lee Weatherly;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51uQOzF7miL.jpg
0889955409;Saving Stevie;Eve Richardson;10 - 12 years;5 - 7;https://m.media-amazon.com/images/I/610maXLw4kL.jpg
0713678879;Elsewhere;Gabrielle Zevin;12+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/510-UZ9G07L.jpg
1250010306;Hades;Alexandra Adornetto;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/71a93zTj-JL.jpg
1605426830;Winter Falls;Nicole Maggi;12 - 17 years;6 - 9;https://m.media-amazon.com/images/I/41J08BcaMkL.jpg
174093248X;Mates, Dates, And Cosmic Kisses;Cathy Hopkins;11 years and up;6 - 9;https://m.media-amazon.com/images/I/21NGGBH0NWL.jpg
1467794333;Top Prospect;Paul Volponi;9 - 15 years;4 - 9;https://m.media-amazon.com/images/I/81t-rgivjyL.jpg
0440238323;Walking Naked;Alyssa Brugman;12 - 16 years;7 - 11;https://m.media-amazon.com/images/I/41DEC8NRXBL.jpg
0385731167;Finding Grace;Alyssa Brugman;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51ZCES7PFKL.jpg
0545091063;The Hunger Games - Audio Library Edition;Suzanne Collins;10+ years;7 - 9;https://m.media-amazon.com/images/I/61pai0E14kL.jpg
0888992513;Spud Sweetgrass;Brian Doyle;READINGAGE_MISSING_AZ;4 - 6;https://m.media-amazon.com/images/I/51HA3TDB58L.jpg
0969780443;Juliana and the Medicine Fish;Jake MacDonald;READINGAGE_MISSING_AZ;4 - 6;https://m.media-amazon.com/images/I/61c9awCBnML.jpg
1554692962;Cellular;Ellen Schwartz;12 - 17 years;8 - 12;https://m.media-amazon.com/images/I/71hnfmY9ytL.jpg
0395641667;I'm Emma: I'm a Quint;Stella Pevsner;READINGAGE_MISSING_AZ;4 - 6;https://m.media-amazon.com/images/I/51UEzGk+xeL.jpg
1554692970;Cellular;Ellen Schwartz;14 - 17 years;8 - 12;https://m.media-amazon.com/images/I/51s-zep6CWL.jpg
0989474755;The Urban Boys: Discovery of the Five Senses;K.N. Smith;13 - 18 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/61xT+KuvGEL.jpg
1416989420;Hush, Hush;Becca Fitzpatrick;14 years and up;9 - 12;https://m.media-amazon.com/images/I/71+6yF167NL.jpg
0690002955;Run, Shelley, Run!;Gertrude Samuels;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/513k-Qfp2pL.jpg
0316074136;The Twilight Journals;Stephenie Meyer;14 years and up;8 and up;https://m.media-amazon.com/images/I/6117VJk4HpL.jpg
1335016414;The Diminished;Kaitlyn Sage Patterson;13 - 17 years;10 - 12;https://m.media-amazon.com/images/I/91Nilm6YFOL.jpg
1469291525;The Darkest Minds;Alexandra Bracken;11+ years;7 - 9;https://m.media-amazon.com/images/I/71lxUIhmQTL.jpg
0606143963;Lock And Key;Sarah Dessen;14 years and up;9 and up;https://m.media-amazon.com/images/I/51aZFpj1aqL.jpg
1423108760;Bad Girls Don't Die;Katie Alender;14 years and up;7 and up;https://m.media-amazon.com/images/I/41ts66IpEUL.jpg
1484126505;Anna;Meghan Riley;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51JbLu-oOJL.jpg
0553376071;The Sisterhood of the Traveling Pants: The Official Scrapbook;Random House;12 years and up;7 - 9;https://m.media-amazon.com/images/I/612R9M259BL.jpg
1442403160;This Dark Endeavor: The Apprenticeship of Victor Frankenstein;Kenneth Oppel;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51DRiNaHrUL.jpg
0440919614;Deadly Sleep;Dale Cowan;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/41297ug0GCL.jpg
1929345127;Wabanaki Blues: Book 1 of The Wabanaki Trilogy;Melissa Tantaquidgeon Zobel;14 - 18 years;10 - 12;https://m.media-amazon.com/images/I/81WflkMmQML.jpg
1442484810;Abandon: A Possession Novel;Elana Johnson;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41QphlH6U1L.jpg
1442472669;Fifteenth Summer;Michelle Dalton;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51nJugB+CqL.jpg
1442472650;Beauty;Nancy Ohlin;12 years and up;7 - 9;https://m.media-amazon.com/images/I/516IMZdBfJL.jpg
0544319273;Venturess;Betsy Cornwell;12 years and up;7 - 9;https://m.media-amazon.com/images/I/71oEQInLgDL.jpg
0590228544;The Terrorist;Caroline B. Cooney;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/61sdhLcmR2L.jpg
0440977533;The Stalker;Joan Lowery Nixon;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51jt2iCuDmL.jpg
0786256494;Tithe: A Modern Faerie Tale;Holly Black;13 years and up;8 - 12;https://m.media-amazon.com/images/I/51QR7KKRQ7L.jpg
0802737536;Dead Girls Don't Lie;Jennifer Shaw Wolf;14 - 17 years;7 - 9;https://m.media-amazon.com/images/I/810rcmwVZZL.jpg
0399242767;The Fold;An Na;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/4151yToFmVL.jpg
0399250816;Death Run;Jack Higgins;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51Y5X3LRRKL.jpg
0544596323;Suffer Love;Ashley Herring Blake;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41Bh9hnE5CL.jpg
098845095X;Surfacing;Shana Norris;13 - 17 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/610lmiIM9pL.jpg
160597174X;A Girl of the Limberlost;Gene Stratton Porter;9 - 12 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/71fdFPnvPDL.jpg
0374400571;Across the Grain;Jean Ferris;10 years and up;5 - 9;https://m.media-amazon.com/images/I/61DtDt0OJhL.jpg
1591582938;Teen Programs with Punch: A Month-by-Month Guide;Valerie Ott;14 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/71igqz9blIL.jpg
1599905442;The Dark;Marianne Curley;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/61Xz-bp5a5L.jpg
1416950680;Me, in Between;Lauren Baratz-Logsted;9 - 13 years;4 - 6;https://m.media-amazon.com/images/I/51lQLp-gbOL.jpg
0553492373;Elizabeth: Next Stop, Jr. High;Francine Pascal;8 - 12 years;4 - 6;https://m.media-amazon.com/images/I/510RPHDTW0L.jpg
1423108493;Girlfriend Material;Melissa Kantor;12 - 18 years;7 and up;https://m.media-amazon.com/images/I/41wT+u8BF+L.jpg
0064472973;Circle of Three #7: Blue Moon;Isobel Bird;13 years and up;8 - 12;https://m.media-amazon.com/images/I/51mfsO0s2aL.jpg
1423114574;Psych Major Syndrome;Alicia Thompson;12 - 18 years;9 - 12;https://m.media-amazon.com/images/I/510Lh9wIzdL.jpg
0606030220;Locked in Time;Lois Duncan;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/61d4+l3H2sL.jpg
0590023837;Maggie Diary Two;Ann M. Martin;11 years and up;6 - 9;https://m.media-amazon.com/images/I/51868DMBYDL.jpg
0553250728;Perfect Summer;Francine Pascal;12 years and up;7 - 9;https://m.media-amazon.com/images/I/5166ASQS0GL.jpg
1439102821;Ballads of Suburbia;Stephanie Kuehnert;14 years and up;10 - 12;https://m.media-amazon.com/images/I/71vOH3g1Y+S.jpg
1483048802;A Thousand Pieces of You;Claudia Gray;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/91-VYDKdidL.jpg
0590523376;Stacey and the Boyfriend Trap;Ann M. Martin;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/51EqEUWBbxL.jpg
0143002317;Walk in My Shoes;Alwyn Evans;18 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51OVET40aaL.jpg
1483048810;A Thousand Pieces of You;Claudia Gray;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/91-VYDKdidL.jpg
1622661451;Scintillate;Tracy Clark;12 - 18 years;7 - 9;https://m.media-amazon.com/images/I/71w2AoXDYQL.jpg
1478987030;Homecoming;Kass Morgan;14 - 17 years;10 - 12;https://m.media-amazon.com/images/I/511CJuYxBTL.jpg
1475233639;Blood Rites, Book 2 in the Grey Wolves Series;Quinn Loftis;13 - 17 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/71lVjshgv9L.jpg
0440407532;The River;Gary Paulsen;10 - 12 years;3 - 7;https://m.media-amazon.com/images/I/91Xz6B8FUtL.jpg
194551910X;Paintbrush;Hannah Bucchin;13 - 17 years;9 and up;https://m.media-amazon.com/images/I/51dQNCu4MTL.jpg
1481432044;Unhooked;Lisa Maxwell;14 years and up;9 - 12;https://m.media-amazon.com/images/I/81LGPdLaOHL.jpg
0738714763;Albatross;Josie Bloss;READINGAGE_MISSING_AZ;7 - 12;https://m.media-amazon.com/images/I/518jcEGQ64L.jpg
0698116895;There's a Bat in Bunk Five;Paula Danziger;8 - 12 years;4 - 8;https://m.media-amazon.com/images/I/51H8H6T0KRL.jpg
1442434600;The Thing About the Truth;Lauren Barnholdt;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51Wa-PuIHxL.jpg
0307991342;Fallen in Love: A Fallen Novel in Stories;Lauren Kate;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/51827PlS6CL.jpg
0758231075;Drama High: Keep It Movin';L. Divine;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/61oNb+aH7US.jpg
0590424939;Baby-Sitters Island Adventure;Ann M. Martin;9 - 12 years;4 - 6;https://m.media-amazon.com/images/I/51NTBBAJHBL.jpg
0316035815;Belle of the Brawl;Lisi Harrison;12 years and up;7 and up;https://m.media-amazon.com/images/I/81EYucONpGL.jpg
1908435755;Stolen;Lucy Christopher;13+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/61fbKrpIT0L.jpg
0312606168;Burned: A House of Night Novel;P. C. Cast;12 - 18 years;7 - 9;https://m.media-amazon.com/images/I/713YbWGsVbL.jpg
1408834847;Hysteria;MS Megan Miranda;14 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/71BAxgKCYeL.jpg
0060766743;The Nightmare Room : The Nightmare Begins!: Books 1-2-3;R.L. Stine;10 - 12 years;5 - 6;https://m.media-amazon.com/images/I/51zHqT+hSLL.jpg
0385732597;Code Orange;Caroline B. Cooney;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51WND0W9GFL.jpg
0312387962;Burned: A House of Night Novel;P. C. Cast;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/71znS2Wx5NL.jpg
1617738824;Any Other Girl;Rebecca Phillips;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/81zJ-QbFEdL.jpg
1943336628;Anya and the Shy Guy;Suze Winegardner;12 - 17 years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/71VZ5mvLE9L.jpg
0545073308;serafina67 *urgently requires life*;Susie Day;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/41nQljSLz8L.jpg
0888998821;The Saver;Edeet Ravel;14 years and up;8 - 12;https://m.media-amazon.com/images/I/416W7ZEJ50L.jpg
0765334615;Extremities: Stories of Death, Murder, and Revenge;David Lubar;13 - 17 years;7 - 9;https://m.media-amazon.com/images/I/91quZGOc-ML.jpg
0007523165;Looking for Alaska;Green  John;13+ years;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/71lNS32+-2L.jpg
0738740292;Words and Their Meanings;Kate Bassett;Baby - 12 years;7 - 9;https://m.media-amazon.com/images/I/61wZVQAu4PL.jpg
0553492217;Breaking Away;Francine Pascal;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/51EXF9X34ML.jpg
0152053115;Now You See It . . .;Vivian Vande Velde;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51k8QLgUJ1L.jpg
0062026771;Hereafter;Tara Hudson;13 years and up;8 - 9;https://m.media-amazon.com/images/I/51MrNI886YL.jpg
0394941225;After the First Death;Robert Cormier;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/81a1hvXB0+L.jpg
0786813008;Sons of Liberty;Adele Griffin;10 years and up;5 and up;https://m.media-amazon.com/images/I/41JH8FZAC7L.jpg
0786813172;The Window;Michael Dorris;8 - 12 years;3 - 7;https://m.media-amazon.com/images/I/413NNMVWG1L.jpg
1536683884;Teach Me to Forget;Erica M. Chapman;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/51om8HDHf+L.jpg
0786813334;The Other Shepards;Adele Griffin;10 years and up;7 - 9;https://m.media-amazon.com/images/I/51RXV6SG7TL.jpg
0316298670;The Dead House;Dawn Kurtagich;15 years and up;10 and up;https://m.media-amazon.com/images/I/81YnRjnm7FL.jpg
038573560X;The Devil's Breath;David Gilman;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51feFeCtJoL.jpg
1582347794;The Named;Marianne Curley;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/71m1aVfzMlL.jpg
0804122946;Teardrop;Lauren Kate;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/51h5SjuMHrL.jpg
0062125923;Pretty Little Liars: Pretty Little Secrets;Sara Shepard;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/51xHNT2uA0L.jpg
0986203149;No Use For A Name;Penelope Wright;14 - 17 years;9 - 12;https://m.media-amazon.com/images/I/61f0JbapZVL.jpg
142316525X;Shadowlands;Kate Brian;READINGAGE_MISSING_AZ;9 and up;https://m.media-amazon.com/images/I/51yp6jrr22L.jpg
1481423460;Dead of Winter;Kresley Cole;14 years and up;9 - 12;https://m.media-amazon.com/images/I/81zp-Khb0qL.jpg
1416983090;Thirst No. 2: Deepest Desire, Instant Remorse;Christopher Pike;14 years and up;9 - 12;https://m.media-amazon.com/images/I/41FVbMTl-SL.jpg
0762454016;Blackfin Sky;Kat Ellis;13 years and up;8 and up;https://m.media-amazon.com/images/I/51MKjYkXAmL.jpg
1469215128;Hey, Dollface;Deborah Hautzig;12 - 17 years;7 - 12;https://m.media-amazon.com/images/I/91pWFl5Z8ML.jpg
1556615620;Over the Edge;Patricia H. Rushford;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/51P1M9SP66L.jpg
038573915X;Torment;Lauren Kate;12 - 17 years;7 - 9;https://m.media-amazon.com/images/I/91bSTXsEUmL.jpg
0399164596;Keepers of the Labyrinth;Erin E. Moulton;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/9141W+mzlyL.jpg
1402289456;Endless;Jessica Shirvington;13 - 17 years;7 - 12;https://m.media-amazon.com/images/I/517v94KeXNL.jpg
0545661285;Taken;David Massey;14 years and up;9 - 12;https://m.media-amazon.com/images/I/61JlJHtBMVL.jpg
0061288543;DupliKate;Cherry Cheva;14 years and up;7 - 12;https://m.media-amazon.com/images/I/516jY6RfKeL.jpg
1629146471;The Unhappening of Genesis Lee;Shallee McArthur;12 years and up;6 and up;https://m.media-amazon.com/images/I/81MnVc+GNXL.jpg
0810970716;Bliss;Lauren Myracle;14 years and up;9 and up;https://m.media-amazon.com/images/I/51yiLxD5BaL.jpg
0374302588;I See Reality: Twelve Short Stories About Real Life;Grace Kendall;14 - 18 years;10 - 12;https://m.media-amazon.com/images/I/818YVWXV8IL.jpg
1935460749;Seven Days to Goodbye: A Trina Ryan Novel;Sheri S. Levy;13 - 18 years;7 - 12;https://m.media-amazon.com/images/I/41Ci41lOjgL.jpg
0375829202;One Night;Margaret Wild;12 - 18 years;7 - 12;https://m.media-amazon.com/images/I/5136W0AV40L.jpg
1784293202;Asking For It;Louise O'Neill;14 years and up;9 and up;https://m.media-amazon.com/images/I/51vD13UmS9L.jpg
061859499X;Beautiful City of the Dead;Leander Watts;12 years and up;7 - 9;https://m.media-amazon.com/images/I/81HOkiKJmaL.jpg
140009917X;The River;Gary Paulsen;10 - 12 years;7 - 9;https://m.media-amazon.com/images/I/81o2n-pw0TL.jpg
0807204773;Hatchet;Gary Paulsen;9+ years;5 - 6;https://m.media-amazon.com/images/I/91CU4FucdaL.jpg
0316077046;Beautiful Darkness;Kami Garcia;12 years and up;7 and up;https://m.media-amazon.com/images/I/51Hyqe8+GcL.jpg
0061857602;Boys without Names;Kashmira Sheth;10+ years;4 - 7;https://m.media-amazon.com/images/I/41OiQRjYd9L.jpg
0399168478;Still Waters;Ash Parsons;14 years and up;9 and up;https://m.media-amazon.com/images/I/51gbtu02OkL.jpg
1554699142;Powerslide;Jeff Ross;9 - 12 years;4 - 7;https://m.media-amazon.com/images/I/61bT9aPZvNL.jpg
1400161940;Lord of Misrule;Rachel Caine;14 years and up;GRADE_MISSING_AZ;https://m.media-amazon.com/images/I/51HiIZ2HL1L.jpg
0553570560;The Boys of Summer;Francine Pascal;12 - 18 years;10 - 12;https://m.media-amazon.com/images/I/51PY4AC8J1L.jpg
0553570307;Sneaking In;Francine Pascal;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/51CD3FS0SXL.jpg
0553570501;What Winston Saw;Francine Pascal;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/7137RVCHPCL.gif
0553570595;Undercover Angels;Francine Pascal;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/51A2QDF32FL.jpg
0553566555;No Means No;Francine Pascal;12 - 18 years;10 - 12;https://m.media-amazon.com/images/I/51YNVRCJNDL.jpg
0553492640;Killer Party;Francine Pascal;14 years and up;9 - 12;https://m.media-amazon.com/images/I/51Q3YH927PL.jpg
0553492624;Deadly Terror: The Return of William White, Part II;Francine Pascal;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/51Z26T5JG6L.jpg
0553563092;A Married Woman;Francine Pascal;14 years and up;10 - 12;https://m.media-amazon.com/images/I/5143SX38AXL.jpg
0380781530;Crash Landing;Nicole Davidson;READINGAGE_MISSING_AZ;7 - 9;https://m.media-amazon.com/images/I/517NC2EMFNL.jpg
069233730X;Traitor;Nicole Conway;12 years and up;7 - 9;https://m.media-amazon.com/images/I/51RNWYTCpAL.jpg
0525472053;"The Claidi Collection: Books I-III - Wolf Tower; Wolf Star; Wolf Queen";Tanith Lee;12 - 15 years;6 - 9;https://m.media-amazon.com/images/I/51SHX1SKRCL.jpg
1633758265;The November Girl;Lydia Kang;13 - 17 years;7 - 9;https://m.media-amazon.com/images/I/91jpS7cJidL.jpg
0062114905;Once We Were;Kat Zhang;13 years and up;8 - 9;https://m.media-amazon.com/images/I/81prnaeZWIL.jpg
0545425336;Dr. Frankenstein's Daughters;Suzanne Weyn;12 years and up;7 - 9;https://m.media-amazon.com/images/I/71JiTIM5m1L.jpg
0759320292;The Red Cardigan;J. C. Burke;13 years and up;8 - 9;https://m.media-amazon.com/images/I/71ti03T5evL.jpg
1935089447;Sophie & Carter;Chelsea Fine;READINGAGE_MISSING_AZ;10 - 12;https://m.media-amazon.com/images/I/712PCe3z-HL.jpg
1633880567;Hexed: The Sisters of Witchdown;Michael Alan Nelson;12 - 15 years;7 - 9;https://m.media-amazon.com/images/I/91khUbevV4L.jpg
0316762601;Spy High Mission Four: The Paranoia Plot;AJ Butcher;10 - 13 years;5 - 8;https://m.media-amazon.com/images/I/41kUjVrm5eL.jpg
